,NO2,NOX,O3
3165,5.16,5.57,66.86
3166,5.64,6.67,65.74
3167,5.2,6.12,67.81
3168,4.28,4.72,70.95
3169,4.05,4.84,72.9
3170,2.96,3.48,75.68
3171,3.06,3.61,75.78
3172,3.56,4.49,75.58
3173,3.02,3.52,78.16
3174,2.72,2.96,79.07
3175,3.35,3.9,79.21
3176,3.33,3.6,79.76
3177,4.04,4.46,80.05
3178,5.62,6.69,79.91
3179,4.9,5.81,80.35
3180,3.73,4.23,80.03
3181,3.48,3.77,80.82
3182,5.01,5.68,79.15
3183,4.78,5.26,79.91
3184,4.7,5.28,79.59
3185,3.6,3.65,82.26
3186,4.84,5.24,78.72
3187,3.81,3.96,79.94
3188,3.9,4.0,76.7
3189,3.19,3.44,75.18
3190,3.63,3.94,73.3
3191,2.37,2.54,72.1
3192,3.25,3.44,71.55
3193,2.75,2.51,71.68
3194,2.7,2.56,71.5
3195,2.35,2.2,72.08
3196,2.1,2.3,73.59
3197,2.1,2.01,73.8
3198,2.31,2.16,75.27
3199,4.65,4.65,74.23
3200,4.92,4.93,73.84
3201,3.21,3.44,73.46
3202,2.6,2.7,71.49
3203,1.95,2.01,72.26
3204,1.97,1.87,70.05
3205,3.1,3.04,69.21
3206,3.13,3.01,68.93
3207,3.16,2.98,68.65
3208,4.57,4.69,67.21
3209,4.74,5.01,66.15
3210,4.8,4.72,64.96
3211,4.84,5.13,62.76
3212,9.89,11.42,57.3
3213,12.35,13.94,54.4
3214,7.71,8.99,60.11
3215,8.32,9.89,60.57
3216,8.57,9.98,62.88
3217,5.47,6.69,65.38
3218,4.69,5.85,66.94
3219,4.9,6.02,68.53
3220,5.05,6.16,70.45
3221,6.08,7.04,69.15
3222,5.57,6.6,69.63
3223,5.76,6.88,69.75
3224,4.69,5.53,73.02
3225,4.65,5.45,74.58
3226,6.18,7.25,71.51
3227,6.81,7.84,67.75
3228,7.61,8.49,63.9
3229,10.48,11.8,59.51
3230,12.16,13.37,55.96
3231,10.75,11.69,58.02
3232,9.03,9.77,60.99
3233,4.65,4.76,79.85
3234,4.25,4.51,81.28
3235,3.67,3.84,79.94
3236,3.35,3.75,76.7
3237,3.73,4.07,75.18
3238,4.23,4.0,73.3
3239,5.37,5.32,72.1
3240,5.85,6.01,71.55
3241,4.05,4.46,71.68
3242,3.1,3.1,71.5
3243,2.43,2.35,72.08
3244,2.54,2.51,73.59
3245,1.49,1.57,73.8
3246,2.89,3.02,75.27
3247,2.73,2.83,74.23
3248,1.28,0.71,74.27
3249,1.43,1.4,73.46
3250,1.26,1.24,72.86
3251,1.28,1.45,72.26
3252,1.61,1.51,70.05
3253,2.56,2.6,69.21
3254,2.24,2.05,68.38
3255,3.54,3.69,60.8
3256,4.96,5.45,60.54
3257,6.39,7.21,60.29
3258,7.67,8.59,59.71
3259,7.98,8.68,62.35
3260,6.92,7.67,65.1
3261,7.31,7.96,69.82
3262,5.74,6.37,75.33
3263,4.44,4.99,77.24
3264,5.3,5.85,79.74
3265,4.32,4.97,80.95
3266,5.2,6.39,81.52
3267,3.65,4.72,81.75
3268,4.9,6.33,82.38
3269,3.96,5.36,83.32
3270,5.03,6.46,83.76
3271,4.65,6.04,83.41
3272,5.22,7.06,84.71
3273,5.18,6.85,85.91
3274,5.76,7.42,85.11
3275,5.13,6.29,80.69
3276,4.9,5.36,80.53
3277,4.63,5.28,80.82
3278,4.09,4.55,75.86
3279,4.21,4.67,70.79
3280,3.81,4.7,69.59
3281,3.71,4.09,70.19
3282,3.94,4.28,69.33
3283,5.03,5.89,69.35
3284,5.49,5.7,67.79
3285,7.32,7.73,63.42
3286,7.42,7.57,63.24
3287,7.63,7.78,63.24
3288,7.55,7.69,64.9
3289,6.64,7.17,66.18
3290,5.16,5.24,67.35
3291,5.53,5.57,66.16
3292,4.61,4.76,67.14
3293,3.61,3.58,68.43
3294,3.81,4.07,67.66
3295,3.25,3.4,66.89
3296,2.75,2.68,67.58
3297,2.35,2.3,66.43
3298,2.7,2.7,67.16
3299,2.41,2.49,64.75
3300,3.24,3.07,66.94
3301,4.07,3.65,69.12
3302,11.8,11.76,60.85
3303,8.89,8.8,60.8
3304,11.34,11.38,62.05
3305,8.7,9.08,60.54
3306,7.98,8.26,64.96
3307,20.22,33.53,47.22
3308,37.51,70.32,13.55
3309,32.42,66.71,10.04
3310,27.01,47.6,25.62
3311,18.93,29.94,30.0
3312,16.26,24.86,49.51
3313,13.71,18.86,60.59
3314,13.04,15.97,63.46
3315,8.82,10.82,67.79
3316,8.84,10.84,65.0
3317,11.21,14.17,57.66
3318,12.1,15.11,55.7
3319,12.17,16.58,54.82
3320,13.38,16.58,56.9
3321,10.17,11.8,62.57
3322,9.28,11.32,66.64
3323,7.38,8.17,70.27
3324,10.02,11.59,70.03
3325,9.29,10.65,70.29
3326,6.37,7.23,71.96
3327,5.72,6.25,70.91
3328,6.1,6.75,68.63
3329,5.97,6.2,67.41
3330,7.46,7.55,63.58
3331,10.96,11.53,58.19
3332,9.2,9.01,56.96
3333,4.67,4.53,72.08
3334,2.43,2.2,73.3
3335,1.97,1.74,72.1
3336,1.61,1.66,71.55
3337,1.43,1.24,71.68
3338,2.01,1.89,71.5
3339,1.57,1.38,72.08
3340,2.41,2.31,73.59
3341,1.61,1.2,73.8
3342,1.11,0.88,75.27
3343,0.73,0.46,74.23
3344,0.77,0.59,73.84
3345,0.77,0.69,73.46
3346,0.77,0.77,71.49
3347,0.67,0.1,72.26
3348,0.88,0.63,70.05
3349,1.4,1.01,69.21
3350,2.16,2.03,68.93
3351,2.91,3.04,68.65
3352,3.06,3.44,67.21
3353,6.83,7.42,66.15
3354,6.06,6.41,64.96
3355,6.71,7.31,66.31
3356,8.36,9.24,69.39
3357,7.61,8.91,72.23
3358,6.23,7.63,74.46
3359,5.79,7.73,72.52
3360,4.26,5.41,73.04
3361,4.15,5.13,74.98
3362,3.5,4.44,75.86
3363,2.91,3.96,81.05
3364,2.91,3.84,77.81
3365,3.61,4.8,78.16
3366,4.49,6.16,77.63
3367,4.51,5.95,77.65
3368,5.22,7.11,77.59
3369,5.34,7.42,77.39
3370,5.85,8.95,77.57
3371,5.57,7.88,78.55
3372,5.7,6.85,78.65
3373,6.79,7.9,76.91
3374,6.83,7.96,76.44
3375,5.45,6.5,77.37
3376,4.97,5.32,77.43
3377,4.38,4.93,77.93
3378,4.05,4.61,78.17
3379,3.79,4.25,79.47
3380,3.75,4.13,76.7
3381,3.56,3.98,75.18
3382,3.67,4.34,73.3
3383,3.79,4.05,72.1
3384,4.32,4.59,71.55
3385,3.79,3.96,71.68
3386,4.28,4.63,71.5
3387,4.88,5.16,72.08
3388,5.09,5.55,73.59
3389,4.93,5.26,73.8
3390,4.25,4.23,75.27
3391,3.6,3.82,74.23
3392,3.21,3.31,74.27
3393,3.19,3.06,73.46
3394,3.29,3.27,72.86
3395,3.67,3.58,72.26
3396,3.56,3.79,70.05
3397,4.59,4.99,69.21
3398,3.92,4.23,69.14
3399,2.7,2.49,68.65
3400,7.7,7.74,67.4
3401,12.7,12.99,66.15
3402,19.58,22.2,62.09
3403,17.82,19.58,66.31
3404,19.73,23.64,64.68
3405,12.22,13.96,72.23
3406,8.45,9.52,74.46
3407,10.16,12.51,72.52
3408,6.73,8.11,73.04
3409,6.25,8.13,74.98
3410,5.72,7.84,75.86
3411,4.55,5.14,76.73
3412,4.38,5.24,77.81
3413,4.32,4.82,78.16
3414,4.36,4.9,83.76
3415,4.19,4.86,83.41
3416,10.33,11.07,79.55
3417,8.8,9.79,79.37
3418,12.81,15.26,74.96
3419,14.18,16.97,70.71
3420,13.43,14.54,74.34
3421,11.48,12.89,76.67
3422,8.2,8.51,78.63
3423,4.82,4.84,81.08
3424,5.6,6.12,80.72
3425,6.46,6.64,79.59
3426,8.17,8.43,75.36
3427,5.62,5.58,74.96
3428,5.78,5.97,74.16
3429,5.41,5.55,73.32
3430,6.6,6.94,71.21
3431,5.93,6.14,69.21
3432,4.78,5.26,69.11
3433,4.28,4.05,66.68
3434,5.01,5.34,63.38
3435,2.85,2.79,66.42
3436,1.78,1.89,68.11
3437,1.74,1.63,68.43
3438,1.68,1.74,71.26
3439,1.61,1.84,74.08
3440,1.45,1.74,67.58
3441,1.43,1.38,72.09
3442,1.42,1.43,71.49
3443,1.4,1.51,72.26
3444,2.49,2.81,70.74
3445,3.58,4.11,69.21
3446,3.65,3.96,69.14
3447,4.84,5.45,68.65
3448,6.25,7.04,66.17
3449,7.55,8.7,66.15
3450,8.87,10.21,64.96
3451,10.1,11.69,66.31
3452,9.79,11.65,67.22
3453,8.68,10.27,69.82
3454,5.34,6.66,75.33
3455,6.14,7.48,72.52
3456,5.22,6.29,78.87
3457,4.38,5.76,80.95
3458,4.05,5.62,81.52
3459,3.77,5.18,81.05
3460,3.35,3.96,77.81
3461,3.08,4.17,83.32
3462,2.6,3.48,83.76
3463,3.94,5.28,83.41
3464,3.84,4.92,84.71
3465,3.81,5.09,80.05
3466,5.16,7.04,80.62
3467,5.43,6.9,80.69
3468,5.72,7.06,80.29
3469,5.83,7.11,80.05
3470,11.9,15.13,72.6
3471,11.4,13.31,72.26
3472,6.1,7.0,76.56
3473,20.64,22.46,54.8
3474,7.1,7.78,71.45
3475,8.76,9.56,67.39
3476,12.02,18.7,60.03
3477,8.89,10.29,66.2
3478,7.76,8.41,66.54
3479,9.58,10.0,64.74
3480,9.29,10.12,63.72
3481,10.45,11.83,55.34
3482,9.35,9.73,62.51
3483,10.28,11.33,56.8
3484,9.34,9.84,62.92
3485,8.37,9.35,61.01
3486,7.71,7.77,61.81
3487,7.5,7.79,60.47
3488,7.83,8.16,58.94
3489,7.13,7.54,57.4
3490,7.16,7.54,53.15
3491,8.46,8.54,51.77
3492,8.39,8.62,48.52
3493,9.51,9.62,48.16
3494,9.48,9.68,44.94
3495,9.45,9.75,41.71
3496,8.38,8.68,43.89
3497,10.38,10.71,39.53
3498,13.92,14.23,34.41
3499,20.22,25.63,22.37
3500,19.73,30.73,25.21
3501,18.0,31.66,27.04
3502,16.21,23.41,35.74
3503,18.93,29.94,30.53
3504,16.26,24.86,34.03
3505,13.71,19.7,54.06
3506,13.54,19.54,60.01
3507,6.08,7.99,73.72
3508,5.43,7.21,74.32
3509,3.9,4.93,78.16
3510,5.51,7.65,75.12
3511,3.21,4.59,79.17
3512,3.44,4.13,78.69
3513,3.35,4.53,77.43
3514,3.92,4.59,78.25
3515,4.93,5.79,78.75
3516,4.69,5.41,79.27
3517,6.39,7.13,77.13
3518,10.37,11.36,72.16
3519,16.78,17.88,62.88
3520,15.38,21.84,46.26
3521,20.64,22.46,37.9
3522,19.14,20.62,47.78
3523,18.0,18.52,35.82
3524,18.2,18.89,35.48
3525,20.73,21.49,41.15
3526,11.88,14.09,45.26
3527,11.17,12.32,46.56
3528,11.15,12.2,49.17
3529,10.45,11.83,46.02
3530,10.25,11.54,44.68
3531,10.28,11.33,46.5
3532,15.1,15.71,45.24
3533,14.99,15.36,43.77
3534,7.71,7.77,48.22
3535,7.5,7.79,46.62
3536,7.83,8.16,42.13
3537,11.6,12.34,43.29
3538,7.16,7.54,47.54
3539,8.22,8.22,51.79
3540,6.64,6.79,53.35
3541,6.45,6.39,53.64
3542,6.62,6.79,54.28
3543,6.52,6.69,53.86
3544,7.56,7.48,50.96
3545,8.59,8.26,48.06
3546,9.58,9.72,50.03
3547,8.99,9.2,51.49
3548,10.56,11.76,50.93
3549,12.18,14.55,49.83
3550,11.02,13.66,51.57
3551,8.8,11.09,54.64
3552,7.98,10.67,55.68
3553,7.61,10.54,55.98
3554,8.13,11.02,57.3
3555,8.11,11.4,58.41
3556,8.99,12.7,58.95
3557,8.36,11.61,61.27
3558,6.64,9.18,65.6
3559,6.01,7.98,69.11
3560,5.51,7.23,72.34
3561,5.68,7.04,72.78
3562,6.48,7.75,69.29
3563,7.36,8.84,64.54
3564,8.05,9.35,64.62
3565,8.07,9.22,64.48
3566,8.64,9.41,63.16
3567,9.94,10.25,60.25
3568,10.54,11.34,57.04
3569,10.21,10.96,57.74
3570,10.46,10.79,58.47
3571,10.5,10.86,58.19
3572,9.6,9.94,59.05
3573,10.54,10.84,58.61
3574,11.88,13.35,55.96
3575,11.17,12.03,53.54
3576,11.05,11.13,53.23
3577,9.03,9.01,56.42
3578,7.94,7.88,59.09
3579,7.11,6.83,59.09
3580,6.6,6.31,58.97
3581,7.11,6.88,57.56
3582,7.27,6.96,55.66
3583,7.5,7.63,53.76
3584,6.67,6.37,54.5
3585,5.24,4.9,55.06
3586,4.97,5.01,55.3
3587,4.82,4.76,54.14
3588,5.87,5.89,52.39
3589,6.92,7.02,50.63
3590,8.3,8.85,47.66
3591,9.35,10.16,45.8
3592,11.3,12.34,43.25
3593,15.72,16.77,37.92
3594,19.58,26.93,29.26
3595,20.22,33.53,24.91
3596,19.73,30.73,34.61
3597,18.0,23.96,41.95
3598,14.88,21.97,46.72
3599,13.31,18.59,47.84
3600,14.29,20.56,50.45
3601,11.59,16.85,56.26
3602,10.73,15.43,60.33
3603,10.33,14.25,63.54
3604,9.72,13.58,65.84
3605,8.87,12.45,68.09
3606,8.3,11.23,70.87
3607,7.63,10.16,73.64
3608,8.32,11.05,74.48
3609,7.59,9.66,75.62
3610,8.91,11.44,75.5
3611,11.74,14.27,73.0
3612,12.39,14.4,72.66
3613,12.2,13.54,72.92
3614,9.81,10.82,75.68
3615,12.7,14.8,68.87
3616,12.3,13.31,66.18
3617,11.88,12.66,66.14
3618,11.02,11.59,67.83
3619,10.14,10.73,69.45
3620,9.68,10.0,70.05
3621,8.87,9.35,69.33
3622,9.26,9.72,66.72
3623,9.1,9.64,64.6
3624,8.4,8.59,64.16
3625,9.03,9.2,62.03
3626,8.61,8.84,59.49
3627,7.5,7.82,58.71
3628,7.17,7.44,56.9
3629,7.27,7.34,56.0
3630,6.6,6.45,54.96
3631,6.46,6.16,54.98
3632,6.08,5.76,54.82
3633,5.74,5.76,54.66
3634,5.78,6.01,56.32
3635,6.04,5.91,57.56
3636,6.01,6.01,56.9
3637,6.88,6.75,56.54
3638,7.7,7.78,54.24
3639,8.53,8.82,51.95
3640,13.12,14.15,46.7
3641,18.13,20.22,40.31
3642,19.58,26.87,34.53
3643,20.22,33.53,31.33
3644,19.73,28.3,33.61
3645,18.0,24.77,35.36
3646,16.21,23.41,35.48
3647,18.93,22.64,34.61
3648,16.26,22.14,35.78
3649,16.74,23.07,33.61
3650,16.35,22.94,34.55
3651,15.57,20.3,35.24
3652,14.54,18.17,36.82
3653,15.16,21.16,35.84
3654,12.1,15.53,38.34
3655,12.17,16.58,41.95
3656,13.27,17.73,43.07
3657,8.53,11.49,54.78
3658,8.85,11.21,55.22
3659,9.45,11.84,54.64
3660,10.6,11.99,59.97
3661,12.18,13.02,56.64
3662,14.31,14.67,57.94
3663,10.21,10.77,70.21
3664,11.04,11.26,70.91
3665,12.43,12.68,71.19
3666,13.08,13.6,69.25
3667,12.97,14.34,66.66
3668,12.02,13.04,65.94
3669,9.72,9.56,71.31
3670,22.69,14.09,50.03
3671,21.92,12.32,47.24
3672,23.41,24.42,37.64
3673,21.26,22.12,38.22
3674,19.72,20.4,39.79
3675,16.84,17.34,40.45
3676,9.34,9.84,43.53
3677,8.37,9.35,43.41
3678,7.71,7.77,44.46
3679,7.5,7.79,50.33
3680,7.5,7.34,47.62
3681,7.13,7.54,43.23
3682,11.9,12.93,40.94
3683,11.74,12.89,38.66
3684,8.39,8.62,50.59
3685,11.77,12.63,41.81
3686,12.45,12.6,42.31
3687,18.54,19.05,37.58
3688,21.88,26.68,32.27
3689,25.22,34.32,26.96
3690,32.72,42.67,15.27
3691,39.11,65.07,5.77
3692,37.51,61.98,23.43
3693,18.0,28.53,43.87
3694,14.67,19.34,50.79
3695,12.18,16.7,52.99
3696,11.44,16.18,55.36
3697,12.57,17.77,56.22
3698,9.6,13.12,62.05
3699,6.41,8.59,71.77
3700,5.57,7.19,75.72
3701,5.16,6.98,77.19
3702,3.88,5.32,78.99
3703,4.26,5.28,79.11
3704,5.74,7.15,77.69
3705,5.34,6.71,78.17
3706,7.5,9.18,75.62
3707,8.3,9.72,75.72
3708,10.6,11.99,74.18
3709,9.26,9.68,80.82
3710,14.52,16.64,66.36
3711,8.38,8.47,72.88
3712,13.9,14.23,63.94
3713,20.64,22.46,50.89
3714,13.09,14.55,57.88
3715,6.52,6.2,67.39
3716,4.74,4.7,69.51
3717,6.45,6.48,65.66
3718,8.66,8.85,60.87
3719,8.4,8.05,59.83
3720,7.73,7.76,56.9
3721,9.72,9.72,56.04
3722,10.25,11.54,54.02
3723,10.28,10.54,53.35
3724,9.34,9.58,52.67
3725,8.37,9.35,44.34
3726,7.71,7.77,43.28
3727,7.5,7.61,42.23
3728,7.83,8.16,38.72
3729,7.13,7.54,36.68
3730,7.16,7.54,46.92
3731,6.92,6.79,46.16
3732,8.32,8.58,41.81
3733,9.72,10.37,37.46
3734,6.31,7.06,41.99
3735,9.49,10.35,40.13
3736,11.04,12.35,39.67
3737,25.22,34.32,18.14
3738,32.72,42.67,8.16
3739,39.11,65.07,3.43
3740,37.51,70.32,3.71
3741,32.42,66.71,4.99
3742,27.01,47.6,15.95
3743,18.93,29.94,30.43
3744,16.26,24.86,38.12
3745,16.74,23.07,45.1
3746,16.35,22.94,37.1
3747,10.77,16.7,60.51
3748,9.66,14.86,63.26
3749,9.7,14.73,64.06
3750,8.05,12.03,68.63
3751,11.46,16.58,69.87
3752,5.07,7.48,77.63
3753,4.99,7.38,78.13
3754,12.32,17.05,65.86
3755,13.5,16.97,65.06
3756,14.25,16.46,64.38
3757,15.05,16.47,63.68
3758,16.25,19.7,61.39
3759,14.81,18.46,60.47
3760,15.38,21.84,48.66
3761,20.64,22.46,34.09
3762,19.14,20.62,31.41
3763,18.0,18.52,45.86
3764,18.2,18.89,51.29
3765,20.73,21.49,43.37
3766,26.17,27.12,34.37
3767,25.67,26.84,25.54
3768,23.41,24.42,38.86
3769,21.26,22.12,36.9
3770,19.72,20.4,39.3
3771,16.84,19.01,43.13
3772,16.12,16.53,35.98
3773,14.99,15.36,32.89
3774,7.71,7.77,47.76
3775,13.9,15.37,28.04
3776,12.75,13.89,34.9
3777,11.6,12.41,41.77
3778,11.9,12.93,30.12
3779,11.74,12.89,42.63
3780,8.39,8.62,51.61
3781,11.77,12.63,38.92
3782,15.14,16.09,39.34
3783,18.52,19.55,39.77
3784,15.61,16.05,45.88
3785,25.22,30.8,29.54
3786,32.72,42.67,13.87
3787,39.11,65.07,12.15
3788,37.51,30.73,23.65
3789,32.42,31.66,27.24
3790,27.01,47.6,30.19
3791,15.5,22.64,49.95
3792,15.62,22.14,54.16
3793,10.12,13.6,65.14
3794,6.18,8.28,71.33
3795,5.85,7.84,73.64
3796,7.75,11.07,72.56
3797,11.96,15.97,65.1
3798,12.1,15.53,65.04
3799,9.51,13.75,70.65
3800,7.94,11.04,72.58
3801,7.29,9.6,73.96
3802,7.98,10.31,75.02
3803,10.69,13.06,73.48
3804,7.31,8.64,75.94
3805,10.12,11.63,72.38
3806,10.73,12.03,71.11
3807,12.51,13.44,69.31
3808,14.63,16.31,66.92
3809,14.17,16.64,65.48
3810,13.09,14.34,66.52
3811,12.7,13.08,66.48
3812,11.65,11.7,65.38
3813,11.91,14.13,60.43
3814,11.88,14.09,54.36
3815,11.17,12.32,53.56
3816,23.41,24.42,47.96
3817,18.67,11.83,51.21
3818,17.63,11.54,50.41
3819,10.28,11.33,50.95
3820,9.34,9.84,51.01
3821,8.37,9.35,50.45
3822,7.71,7.77,49.41
3823,7.5,7.79,50.19
3824,7.83,8.16,48.28
3825,7.13,7.54,51.61
3826,7.16,7.54,52.92
3827,7.8,7.96,54.22
3828,6.5,6.52,59.25
3829,6.29,5.99,58.45
3830,7.8,7.99,55.14
3831,8.78,8.85,53.48
3832,8.78,8.84,53.49
3833,8.78,8.82,53.5
3834,11.74,12.09,51.39
3835,13.16,14.15,51.45
3836,19.73,30.73,35.82
3837,18.0,30.85,43.15
3838,16.21,21.69,55.18
3839,13.08,17.61,62.23
3840,9.77,13.18,69.81
3841,7.02,9.49,74.44
3842,6.58,8.34,75.86
3843,7.13,8.74,75.8
3844,6.41,7.76,76.83
3845,8.05,10.04,75.1
3846,5.39,6.46,77.49
3847,5.51,6.83,76.22
3848,5.16,6.79,76.28
3849,6.27,8.3,75.44
3850,5.93,7.13,76.61
3851,5.49,6.66,77.09
3852,6.25,7.32,76.56
3853,5.53,6.48,77.23
3854,7.48,8.19,75.5
3855,7.82,7.96,75.82
3856,10.23,10.08,74.12
3857,12.45,12.83,68.77
3858,13.09,17.33,62.66
3859,18.0,18.52,44.05
3860,18.2,18.89,32.95
3861,20.73,21.49,32.43
3862,26.17,27.12,33.55
3863,25.67,26.84,40.19
3864,23.41,24.42,39.2
3865,21.26,22.12,42.15
3866,19.72,20.4,37.52
3867,18.76,19.01,40.01
3868,15.1,15.71,42.57
3869,14.99,15.36,42.93
3870,7.71,7.77,44.68
3871,7.5,7.79,46.44
3872,7.83,8.16,53.96
3873,7.13,7.54,53.21
3874,7.16,7.36,55.46
3875,5.78,5.74,60.35
3876,5.6,5.78,57.0
3877,5.43,5.83,53.66
3878,6.79,7.08,50.27
3879,7.13,7.36,49.49
3880,9.47,9.22,47.16
3881,10.88,11.25,43.77
3882,18.51,19.97,34.63
3883,17.14,19.47,37.2
3884,18.99,23.52,36.78
3885,10.23,12.91,56.0
3886,9.6,12.97,54.7
3887,9.35,13.06,58.23
3888,5.64,7.25,73.04
3889,8.41,12.13,69.33
3890,4.59,6.69,75.0
3891,5.11,7.29,75.06
3892,5.91,8.41,74.7
3893,6.08,8.61,75.18
3894,5.6,8.22,76.91
3895,5.05,6.98,78.73
3896,4.19,5.43,79.76
3897,4.09,5.62,80.05
3898,6.5,8.7,77.33
3899,8.19,10.4,76.36
3900,7.63,9.28,76.81
3901,7.08,8.26,77.87
3902,3.79,4.3,80.99
3903,9.56,10.52,73.78
3904,14.57,15.22,67.79
3905,14.17,17.43,63.42
3906,13.09,17.54,62.65
3907,18.0,18.52,59.45
3908,18.2,18.89,56.72
3909,20.73,21.49,43.31
3910,26.17,27.12,30.53
3911,25.67,26.84,33.89
3912,23.41,24.42,44.72
3913,21.26,22.12,49.95
3914,10.25,11.54,55.02
3915,18.76,19.01,32.05
3916,16.12,16.53,33.53
3917,14.99,15.36,44.16
3918,15.58,16.13,41.87
3919,13.9,15.05,42.27
3920,7.83,8.16,44.34
3921,7.13,7.54,46.42
3922,7.16,7.54,49.73
3923,8.11,8.03,49.57
3924,7.86,8.3,46.66
3925,9.22,9.83,42.79
3926,12.22,12.68,39.08
3927,15.22,15.53,35.38
3928,22.46,26.04,28.02
3929,25.22,34.32,14.03
3930,32.72,42.67,15.13
3931,39.11,65.07,7.96
3932,37.51,70.32,9.8
3933,32.42,66.71,12.63
3934,27.01,47.6,18.9
3935,18.93,29.94,32.69
